basebrgy	basehhno	basewman	BRGAY02	HHNUMB02	WOMAN02	uncmomid	MOMCH02	momlnumb	agemom	maristat	knowhere	timewith	trapped	dowant	husbway	letwear	please	angrycon	sexelse	rdiscuss	pdiscuss	rdisyear	pdisyear	rdispreg	pdispreg	rgotinfo	pgotinfo	rinfoyr	pinfoyr	rinfoprg	pinfoprg	rsettle	psettle	rsetyear	psetyear	rsetpreg	psetpreg	rnagged	pnagged	rnagyear	pnagyear	rnagpreg	pnagpreg	ryelled	pyelled	ryellyr	pyellyr	ryellprg	pyellprg	rswore	pswore	rsworeyr	psworeyr	rsworprg	psworprg	rsulked	psulked	rsulkyr	psulkyr	rsulkprg	psulkprg	rstomped	pstomped	rstompyr	pstompyr	rstomprg	pstomprg	rsmash	psmash	rsmashyr	psmashyr	rsmashpr	psmashpr	rhand	phand	rhandyr	phandyr	rhandprg	phandprg	rthrew	pthrew	rthrewyr	pthrewyr	rthrewpr	pthrewpr	rpushed	ppushed	rpushyr	ppushyr	rpushprg	ppushprg	rhit	phit	rhityr	phityr	rhitpreg	phitpreg	rhard	phard	rhardyr	phardyr	rhardprg	phardprg	rharmed	pharmed	rharmyr	pharmyr	rharmprg	pharmprg	PHURTR1	PHURTR2	PHURTR3	RHURTP1	RHURTP2	RHURTP3	startedf	violent	RESOLVE1	RESOLVE2	parehurt	hurtphys	paremed
13	464	464	13	3004	464	11939	2	2	39	3	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	1	1	1	1	0	0	0	1	-9	1		0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	1	0
13	209	209	13	209	209	11741	1	2	56	2	1	0	1	1	0	0	0	0	0	0	0	-9	-9	-9	-9	1	1	3	3	3	3	0	0	-9	-9	-9	-9	1	1	3	3	3	3	1	1	3	3	3	3	0	0	-9	-9	-9	-9	0	1	-9	0	-9	0	1	1	0	0	1	3	1	1	0	0	1	3	1	1	0	0	1	3	1	1	0	0	1	3	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	-9	-9	-9	-9	8	-9	-9	2	-9	-9	1	1	3	-9	1	3	0
13	68	68	13	68	68	11637	1	2	42	2	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	-9	1	-9	1	1	1	1	1	1	1	0	1	-9	1	-9	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	1	1	0	0	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	5	-9	-9	4	-9	-9	1	1	2	-9	1	1	0
13	351	351	13	351	351	11836	1	2	46	2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	-9	-9	-9	-9	1	0	3	-9	3	-9	1	1	3	2	3	2	1	0	2	-9	2	-9	0	0	-9	-9	-9	-9	1	1	2	2	2	2	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	2	0
13	350	350	13	350	350	11835	1	2	42	2	1	0	0	0	0	0	1	1	0	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
13	377	377	13	377	377	11860	1	2	41	2	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	1	-9	3	-9	0	0	1	-9	2	-9	0	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	1	-9	2	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	4	5	0	-9	0
13	374	374	13	2216	374	11857	1	2	41	2	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	1	1	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
13	263	263	13	2585	263	11779	1	2	38	2	1	1	0	0	1	1	1	0	0	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	2	-9	0	-9	0
13	287	287	13	287	287	11792	1	2	49	2	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	0	0	-9	1	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	3	0
13	161	161	13	161	161	11701	1	2	42	2	0	0	0	0	0	0	0	0	0	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
13	319	319	13	319	319	11807	1	2	50	2	1	1	1	1	1	0	1	-8	0	0	0	-9	-9	-9	-9	1	1	3	3	3	3	0	1	-9	1	-9	0	1	1	3	3	3	3	1	1	3	3	3	3	1	0	3	-9	3	-9	0	1	-9	1	-9	0	0	1	-9	1	-9	0	0	1	-9	0	-9	0	0	1	-9	1	-9	0	0	1	-9	1	-9	0	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	4	-9	-9	-9	-9	2	2	4	-9	1	2	0
13	262	262	13	262	262	11778	2	2	57	2	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	2	0	3	3	0	0	-9	-9	-9	-9	1	1	0	1	0	1	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	5	-9	0	-9	0
13	260	261	13	260	261	11777	1	2	38	2	0	0	0	0	0	0	0	0	0	1	0	2	-9	2	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	0	2	0	0	0	0	-9	-9	-9	-9	1	0	2	-9	2	-9	1	0	1	-9	0	-9	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	0	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	-9	-9	2	-9	-9	1	1	2	-9	0	-9	0
13	334	334	13	334	334	11820	1	2	50	2	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	0	1	-9	2	-9	1	1	1	1	0	1	0	1	0	1	-9	1	-9	1	1	1	1	2	0	1	1	0	1	0	1	0	0	-9	-9	-9	-9	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	-9	-9	2	-9	-9	2	2	4	-9	1	2	0
13	303	303	13	303	303	11798	1	2	40	2	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	1	-9	1	-9	0	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	1	1	1	1	1	0	1	1	0	1	0	0	0	0	-9	-9	-9	-9	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	-9	0	-9	1	0	0	-9	0	-9	4	-9	-9	2	-9	-9	2	2	4	-9	1	2	0
13	440	440	13	440	440	11916	1	2	37	2	1	0	0	0	0	1	1	-8	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	6	4	0	-9	0
13	119	119	13	119	119	11672	1	2	57	2	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
13	342	342	13	342	342	11828	1	2	38	2	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	0	3	-9	3	-9	1	0	3	-9	3	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
13	443	443	13	443	443	13321	1	2	39	2	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	-9	-9	-9	-9	1	1	3	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	1	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	1	0
13	453	453	13	453	453	11928	1	3	40	2	1	1	1	0	0	1	1	1	0	1	1	3	3	3	3	1	1	3	3	3	3	0	0	-9	-9	-9	-9	1	0	2	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
13	517	517	13	3343	517	11973	1	2	48	2	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	2	1	2	1	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	1	1	1	1	1	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	10	-9	-9	1	1	4	-9	1	1	0
13	431	431	13	431	431	11907	1	2	42	2	1	0	0	0	0	0	0	0	0	1	1	1	1	2	2	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	0	1	-9	2	-9	1	1	1	1	1	1	1	1	1	1	1	1	0	1	-9	1	-9	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	4	-9	1	1	0
13	170	170	13	2118	170	11709	1	2	44	2	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	-9	0	-9	1	0	1	-9	0	-9	0	0	1	-9	1	-9	1	1	1	0	3	0	1	0	1	-9	2	-9	0	1	1	1	1	1	1	1	1	0	3	0	0	0	1	-9	2	-9	0	0	1	-9	0	-9	0	0	1	-9	1	-9	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	-9	0	-9	1	-9	-9	1	-9	-9	2	2	4	-9	1	2	0
13	375	375	13	375	375	11858	1	2	45	3	0	1	0	0	0	0	0	0	0	1	1	2	2	0	0	1	1	1	1	0	0	0	1	-9	0	-9	0	1	0	3	-9	3	-9	1	0	3	-9	3	-9	1	0	3	-9	3	-9	1	1	3	3	3	3	1	1	3	2	3	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	1	0
13	234	234	13	234	234	11760	1	2	47	2	0	1	0	1	0	0	0	0	0	0	0	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	0	0	0	1	-9	1	-9	1	1	1	1	1	1	1	0	1	-9	1	-9	1	0	0	-9	-9	-9	-9	0	1	-9	1	-9	1	0	1	-9	1	-9	1	1	0	1	-9	1	-9	0	1	-9	1	-9	1	1	0	1	-9	1	-9	1	0	1	-9	1	-9	1	0	1	-9	1	-9	1	0	1	-9	1	-9	8	-9	-9	4	-9	-9	2	1	3	-9	0	-9	0
13	265	265	13	265	265	11781	1	2	52	2	0	0	0	1	0	0	1	0	0	0	1	-9	1	-9	1	1	1	1	0	0	0	0	0	-9	-9	-9	-9	1	0	3	-9	0	-9	1	0	3	-9	0	-9	1	0	1	-9	0	-9	1	0	2	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
13	373	373	13	373	373	11856	2	2	49	3	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	1	1	1	1	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	2	0
13	518	518	13	518	518	11974	2	2	41	2	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	1	-9	1	2	0
13	208	208	13	208	208	11740	1	2	47	2	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	1	-9	1	-9	1	1	1	1	1	0	2	1	0	1	-9	0	-9	0	1	-9	2	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	3	-9	0	-9	0
13	372	372	13	372	372	11855	1	2	41	2	1	1	1	1	0	1	0	0	-8	1	0	1	-9	1	-9	1	0	1	-9	1	-9	0	1	-9	0	-9	0	1	0	3	-9	2	-9	1	0	2	-9	2	-9	1	0	3	-9	1	-9	0	0	-9	-9	-9	-9	0	1	-9	1	-9	1	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	2	0
13	498	498	13	498	498	11964	1	2	49	2	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
13	487	487	13	487	487	11956	1	1	42	2	1	0	1	0	0	0	0	1	0	1	1	2	2	2	2	1	1	1	1	0	0	0	0	-9	-9	-9	-9	1	0	3	-9	3	-9	1	0	3	-9	3	-9	1	0	3	-9	3	-9	1	1	2	2	2	2	1	1	2	1	0	0	0	0	-9	-9	-9	-9	0	1	-9	1	-9	1	0	0	-9	-9	-9	-9	0	1	-9	1	-9	1	1	1	3	3	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	4	-9	-9	1	-9	-9	2	2	3	-9	0	-9	0
13	476	476	13	476	476	11948	1	2	43	2	1	1	0	0	0	0	1	1	0	0	1	-9	1	-9	0	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	0	1	-9	1	-9	0	0	1	-9	1	-9	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	3	-9	0	-9	0
13	78	78	13	78	78	11644	1	2	42	2	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	1	1	1	1	1	1	2	2	2	2	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	4	-9	0	-9	0
13	419	419	13	419	419	11895	1	2	46	3	1	1	1	0	0	0	1	0	0	1	1	1	1	2	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	-9	0	-9	1	1	1	1	1	1	1	0	1	-9	1	-9	1	0	1	-9	1	-9	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	-9	-9	10	-9	-9	2	2	2	-9	0	-9	0
13	200	200	13	200	200	11735	1	2	49	2	1	0	0	0	1	1	0	1	0	1	1	3	3	3	3	1	1	1	1	0	0	0	1	-9	0	-9	0	1	0	3	-9	1	-9	1	0	1	-9	0	-9	1	0	2	-9	1	-9	1	0	2	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	2	-9	-9	1	-9	4	-9	0	-9	0
13	526	526	13	2221	526	11980	2	2	36	2	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	2	2	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	-9	1	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	3	-9	-9	6	-9	-9	1	1	2	-9	1	3	0
13	362	362	13	362	362	11846	1	1	40	2	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	-9	-9	-9	-9	1	0	3	-9	1	-9	1	0	1	-9	1	-9	1	1	0	0	0	0	0	0	-9	-9	-9	-9	1	0	1	-9	3	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	3	-9	0	-9	0
13	96	96	13	96	96	11656	1	2	62	2	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	1	1	2	1	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	1	-9	3	-9	0	1	0	0	-9	2	-9	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	2	-9	-9	1	-9	3	-9	1	2	0
13	80	80	13	80	80	11646	1	2	38	2	1	0	0	0	0	0	1	0	0	0	0	-9	-9	-9	-9	1	1	1	3	1	1	0	0	-9	-9	-9	-9	1	0	3	-9	3	-9	1	0	1	-9	3	-9	1	0	0	-9	3	-9	1	0	0	-9	3	-9	1	0	1	-9	3	-9	1	0	0	-9	3	-9	1	0	0	-9	2	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	6	0	-9	0
13	176	176	13	176	176	11713	1	2	45	2	0	0	0	0	0	0	0	0	0	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	1	0
13	481	481	13	481	481	11951	1	2	47	2	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	2	1
13	160	160	13	160	160	11700	1	2	44	2	1	0	0	0	0	0	0	1	1	1	0	1	-9	1	-9	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	1	-9	1	-9	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	4	-9	1	2	0
13	134	134	13	3000	134	11684	1	2	35	2	1	0	1	0	0	0	1	1	1	1	1	2	2	2	0	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	0	2	-9	0	-9	1	0	0	-9	0	-9	1	1	3	2	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	2	-9	0	-9	0
