basebrgy	basehhno	basewman	BRGAY05	HHNUMB05	WOMAN05	MOMCH05	uncmomid	moperson	dayprson	yrperson	linenumb	relhead	relmom	relindex	paidcash	sex	monbirth	yearbirt	age	resident	gradecom	inschool	worknow	workpast
15	86	86	15	86	86	1	12147	5	20	2005	3	5	5	34	0	2	3	1984	21	1	10	0	0	0
15	86	86	15	86	86	1	12147	5	20	2005	4	8	8	4	0	1	9	2000	4	1	-9	-9	-9	-9
15	86	86	15	86	86	1	12147	5	20	2005	5	8	8	4	0	1	2	2005	0	1	-9	-9	-9	-9
15	110	110	15	110	110	2	12166	6	20	2005	1	0	0	3	-9	2	5	1953	52	1	4	0	1	-9
15	110	110	15	110	110	2	12166	6	20	2005	2	5	5	7	0	2	4	1985	20	1	4	0	0	0
15	110	110	15	110	110	2	12166	6	20	2005	3	19	19	21	0	1	3	1978	27	1	11	0	1	-9
15	110	110	15	110	110	2	12166	6	20	2005	4	8	8	15	0	1	8	2001	3	1	-9	-9	-9	-9
15	88	88	15	88	88	1	12149	5	26	2005	1	0	1	38	-9	1	6	1933	71	1	0	0	1	-9
15	88	88	15	88	88	1	12149	5	26	2005	2	1	0	3	-9	2	5	1967	38	1	2	0	0	0
15	88	88	15	88	88	1	12149	5	26	2005	3	4	4	41	-9	1	3	1990	15	1	5	0	0	0
15	88	88	15	88	88	1	12149	5	26	2005	4	5	5	42	-9	2	5	1992	12	1	6	1	0	0
15	88	88	15	88	88	1	12149	5	26	2005	5	4	4	41	-9	1	1	1994	11	1	3	0	0	0
21	6	6	301	3186	6	1	12678	5	6	2005	3	4	4	34	-9	1	6	1983	21	1	6	0	1	-9
21	6	6	301	3186	6	1	12678	5	6	2005	4	4	4	6	-9	1	10	1990	14	1	0	0	1	-9
21	6	6	301	3186	6	1	12678	5	6	2005	5	4	4	6	-9	1	10	1992	12	1	4	1	1	-9
21	6	6	301	3186	6	1	12678	5	6	2005	6	4	4	6	-9	1	6	1995	9	1	2	1	1	-9
21	6	6	301	3186	6	1	12678	5	6	2005	7	4	4	6	-9	1	1	2000	5	1	-9	-9	-9	-9
28	24	24	238	4049	24	2	12926	2	19	2005	1	0	1	2	-9	1	8	1951	53	1	6	0	1	-9
28	24	24	238	4049	24	2	12926	2	19	2005	2	1	0	3	-9	2	11	1951	53	1	10	0	1	-9
28	24	24	238	4049	24	2	12926	2	19	2005	3	4	4	6	-9	1	2	1979	26	1	5	0	1	-9
28	24	24	238	4049	24	2	12926	2	19	2005	4	4	4	6	-9	1	6	1987	17	1	8	1	1	-9
28	24	24	238	4049	24	2	12926	2	19	2005	5	5	5	7	-9	2	3	1990	14	1	6	1	1	-9
28	24	24	238	4049	24	2	12926	2	19	2005	6	4	4	6	-9	1	7	1994	10	1	0	1	0	0
28	24	24	238	4049	24	2	12926	2	19	2005	7	19	19	21	0	1	3	1982	22	1	11	0	1	-9
28	24	24	238	4049	24	2	12926	2	19	2005	8	5	5	7	0	2	5	1981	23	1	11	0	0	0
28	24	24	238	4049	24	2	12926	2	19	2005	9	8	8	15	0	1	11	2003	1	1	-9	-9	-9	-9
19	18	18	19	18	18	1	12596	4	28	2005	1	0	1	2	-9	1	11	1951	53	1	13	0	1	-9
19	18	18	19	18	18	1	12596	4	28	2005	2	1	0	3	-9	2	4	1954	51	1	6	0	0	0
19	18	18	19	18	18	1	12596	4	28	2005	3	5	5	7	-9	2	6	1982	22	1	11	0	0	1
19	18	18	19	18	18	1	12596	4	28	2005	4	4	4	34	-9	1	3	1984	21	1	15	1	0	0
19	18	18	19	18	18	1	12596	4	28	2005	5	4	4	6	-9	1	10	1985	19	1	9	0	0	0
19	18	18	19	18	18	1	12596	4	28	2005	6	5	5	7	-9	2	5	1989	15	1	11	1	0	0
11	31	31	11	31	31	1	11395	5	21	2005	1	0	0	3	-9	2	2	1950	55	1	15	0	1	-9
11	31	31	11	31	31	1	11395	5	21	2005	2	4	4	34	-9	1	6	1983	21	1	12	0	1	-9
11	31	31	11	31	31	1	11395	5	21	2005	3	4	4	6	-9	1	9	1986	18	1	13	1	0	0
11	43	43	11	43	43	1	11404	5	29	2005	1	0	1	2	-9	1	2	1952	53	1	3	0	1	-9
11	43	43	11	43	43	1	11404	5	29	2005	2	1	0	3	-9	2	9	1960	44	1	6	0	1	-9
11	43	43	11	43	43	1	11404	5	29	2005	3	4	4	6	-9	1	3	1979	26	1	15	0	1	-9
11	43	43	11	43	43	1	11404	5	29	2005	4	4	4	6	-9	1	9	1980	24	1	11	0	1	-9
15	62	62	15	62	62	2	12126	5	26	2005	4	4	4	6	-9	1	4	1991	14	1	9	1	0	0
15	62	62	15	62	62	2	12126	5	26	2005	5	5	5	7	-9	2	12	1992	12	1	6	1	0	0
21	15	15	21	15	15	1	12686	5	5	2005	1	0	1	2	-9	1	1	1954	51	1	3	0	1	-9
21	15	15	21	15	15	1	12686	5	5	2005	2	1	0	3	-9	2	9	1959	45	1	3	0	1	-9
21	15	15	21	15	15	1	12686	5	5	2005	3	4	4	34	-9	1	9	1983	21	1	3	0	1	-9
21	15	15	21	15	15	1	12686	5	5	2005	4	5	5	7	-9	2	4	1994	11	1	3	0	0	0
21	15	15	21	15	15	1	12686	5	5	2005	5	5	5	7	-9	2	7	1996	8	1	1	0	0	0
15	89	89	15	89	89	1	12150	5	26	2005	1	0	1	2	-9	1	6	1948	56	1	3	0	1	-9
21	15	15	21	15	15	1	12686	5	5	2005	6	5	5	7	-9	2	5	1999	5	1	-9	-9	-9	-9
32	35	35	32	2305	35	1	13289	4	13	2005	1	0	1	2	-9	1	5	1962	42	1	6	0	1	-9
32	35	35	32	2305	35	1	13289	4	13	2005	2	1	0	3	-9	2	11	1963	41	1	4	0	1	-9
32	35	35	32	2305	35	1	13289	4	13	2005	3	4	4	34	-9	1	12	1983	21	1	23	0	0	0
32	35	35	32	2305	35	1	13289	4	13	2005	4	4	4	6	-9	1	11	1986	18	1	11	0	0	0
32	35	35	32	2305	35	1	13289	4	13	2005	5	5	5	7	-9	2	12	1989	15	1	10	0	0	0
15	89	89	15	89	89	1	12150	5	26	2005	2	1	0	3	-9	2	2	1957	48	1	0	0	0	0
32	35	35	32	2305	35	1	13289	4	13	2005	6	5	5	7	-9	2	6	1993	11	1	6	0	0	0
15	89	89	15	89	89	1	12150	5	26	2005	3	4	4	6	-9	1	12	1973	31	1	0	0	0	0
15	89	89	15	89	89	1	12150	5	26	2005	4	4	4	6	-9	1	4	1975	30	1	0	0	0	0
15	89	89	15	89	89	1	12150	5	26	2005	5	4	4	6	-9	1	8	1978	26	1	3	0	0	0
15	89	89	15	89	89	1	12150	5	26	2005	6	4	4	6	-9	1	6	1980	24	1	3	0	0	0
15	89	89	15	89	89	1	12150	5	26	2005	7	4	4	6	-9	1	4	1988	17	1	6	0	0	0
15	89	89	15	89	89	1	12150	5	26	2005	8	4	4	6	-9	1	7	1989	15	1	5	0	0	0
15	89	89	15	89	89	1	12150	5	26	2005	9	4	4	6	-9	1	11	1990	14	1	3	0	0	0
15	89	89	15	89	89	1	12150	5	26	2005	10	4	4	6	-9	1	4	1992	13	1	4	1	0	0
15	89	89	15	89	89	1	12150	5	26	2005	11	4	4	6	-9	1	6	1994	10	1	4	1	0	0
15	89	89	15	89	89	1	12150	5	26	2005	12	5	5	34	0	2	12	1983	21	1	6	0	1	-9
15	89	89	15	89	89	1	12150	5	26	2005	13	8	8	4	0	1	12	2003	1	1	-9	-9	-9	-9
11	133	133	11	133	133	1	11477	5	26	2005	5	15	26	14	0	1	4	1997	8	1	1	1	0	0
11	85	85	11	85	85	1	11434	5	21	2005	1	0	1	2	-9	1	12	1952	52	1	2	0	0	0
11	85	85	11	85	85	1	11434	5	21	2005	2	1	0	3	-9	2	5	1954	51	1	11	0	1	-9
11	85	85	11	85	85	1	11434	5	21	2005	3	4	4	6	-9	1	8	1978	26	1	6	0	1	-9
11	85	85	11	85	85	1	11434	5	21	2005	4	4	4	34	-9	1	6	1983	21	1	11	0	1	-9
11	85	85	11	85	85	1	11434	5	21	2005	5	4	4	6	-9	1	9	1986	18	1	5	0	0	0
11	85	85	11	85	85	1	11434	5	21	2005	6	5	5	7	-9	2	9	1988	16	1	10	0	1	-9
11	85	85	11	85	85	1	11434	5	21	2005	7	5	5	7	0	2	11	1980	24	1	11	0	1	-9
11	32	32	11	32	32	1	11396	5	30	2005	1	0	5	7	0	2	8	1971	33	1	15	0	1	-9
11	32	32	11	32	32	1	11396	5	30	2005	2	1	19	21	0	1	12	1975	29	1	11	0	1	-9
11	32	32	11	32	32	1	11396	5	30	2005	3	4	8	15	0	1	5	2005	0	1	-9	-9	-9	-9
11	32	32	11	32	32	1	11396	5	30	2005	4	2	1	2	-9	1	2	1946	59	1	8	0	1	-9
11	32	32	11	32	32	1	11396	5	30	2005	5	3	0	3	-9	2	3	1949	56	1	15	0	1	-9
11	32	32	11	32	32	1	11396	5	30	2005	6	7	5	7	-9	2	12	1975	29	1	15	0	1	-9
11	32	32	11	32	32	1	11396	5	30	2005	7	7	5	7	-9	2	3	1978	27	1	15	0	1	-9
11	32	32	11	32	32	1	11396	5	30	2005	8	6	4	34	-9	1	6	1983	21	1	12	0	1	-9
11	82	82	11	82	82	1	11432	5	20	2005	1	0	1	2	-9	1	8	1960	44	1	6	0	1	-9
11	82	82	11	82	82	1	11432	5	20	2005	2	1	0	3	-9	2	5	1957	47	1	6	0	0	0
11	82	82	11	82	82	1	11432	5	20	2005	3	4	4	34	-9	1	5	1983	22	1	11	0	0	0
11	82	82	11	82	82	1	11432	5	20	2005	4	4	4	6	-9	1	12	1985	19	1	5	0	1	-9
11	82	82	11	82	82	1	11432	5	20	2005	5	5	5	7	-9	2	8	1987	17	1	9	0	0	0
11	82	82	11	82	82	1	11432	5	20	2005	6	4	4	6	-9	1	5	1990	15	1	5	0	0	0
11	82	82	11	82	82	1	11432	5	20	2005	7	4	4	6	-9	1	4	1991	14	1	2	0	0	0
11	82	82	11	82	82	1	11432	5	20	2005	8	4	4	6	-9	1	3	1995	10	1	2	1	0	0
11	82	82	11	82	82	1	11432	5	20	2005	9	4	4	6	-9	1	10	1997	7	1	0	0	0	0
15	24	36	15	36	36	2	12103	5	28	2005	1	0	0	3	-9	2	9	1939	65	1	5	0	1	-9
15	24	36	15	36	36	2	12103	5	28	2005	2	4	4	6	-9	1	8	1979	25	1	1	0	1	-9
32	31	31	32	31	31	1	13285	6	12	2005	6	5	5	7	-9	2	5	2001	4	1	-9	-9	-9	-9
32	31	31	32	31	31	1	13285	6	12	2005	7	3	18	11	0	2	9	1924	80	1	0	0	0	0
15	97	97	15	97	97	1	12158	5	31	2005	1	0	0	3	-9	2	5	1956	49	1	13	0	1	-9
15	97	97	15	97	97	1	12158	5	31	2005	2	4	4	34	-9	1	2	1984	21	1	11	0	1	-9
15	97	97	15	97	97	1	12158	5	31	2005	3	14	14	28	0	1	5	1980	25	1	13	0	1	-9
15	15	15	15	15	15	1	12084	6	8	2005	1	0	0	3	-9	2	7	1959	45	1	5	0	1	-9
15	15	15	15	15	15	1	12084	6	8	2005	2	5	5	7	-9	2	1	1982	23	1	15	0	1	-9
15	15	15	15	15	15	1	12084	6	8	2005	3	4	4	6	-9	1	8	1985	19	1	12	1	1	-9
15	40	40	15	40	40	1	12107	5	28	2005	1	0	1	2	-9	1	7	1953	51	1	2	0	1	-9
15	40	40	15	40	40	1	12107	5	28	2005	2	1	0	3	-9	2	4	1949	56	1	1	0	1	-9
15	40	40	15	40	40	1	12107	5	28	2005	3	5	5	34	-9	2	8	1983	21	1	11	0	0	0
19	15	15	19	15	15	1	12593	4	29	2005	1	0	1	2	-9	1	6	1942	62	1	6	0	0	0
19	15	15	19	15	15	1	12593	4	29	2005	2	1	0	3	-9	2	7	1944	60	1	5	0	0	0
19	15	15	19	15	15	1	12593	4	29	2005	3	5	5	7	-9	2	1	1971	34	1	15	0	1	-9
19	15	15	19	15	15	1	12593	4	29	2005	4	5	5	7	-9	2	11	1975	29	1	15	0	1	-9
19	15	15	19	15	15	1	12593	4	29	2005	5	4	4	34	-9	1	12	1983	21	1	11	0	0	0
19	15	15	19	15	15	1	12593	4	29	2005	6	9	9	16	0	2	4	1988	17	1	10	1	0	0
15	50	50	15	50	50	1	12116	5	25	2005	1	0	1	2	-9	1	11	1939	65	1	6	0	1	-9
15	50	50	15	50	50	1	12116	5	25	2005	2	1	0	3	-9	2	12	1944	60	1	6	0	1	-9
15	50	50	15	50	50	1	12116	5	25	2005	3	4	4	6	-9	1	12	1966	38	1	6	0	1	-9
15	50	50	15	50	50	1	12116	5	25	2005	4	5	5	7	-9	2	1	1970	35	1	6	0	1	-9
15	50	50	15	50	50	1	12116	5	25	2005	5	4	4	6	-9	1	8	1975	29	1	2	0	1	-9
15	50	50	15	50	50	1	12116	5	25	2005	6	4	4	6	-9	1	2	1978	27	1	2	0	0	1
15	50	50	15	50	50	1	12116	5	25	2005	7	4	4	34	-9	1	10	1983	21	1	10	1	1	-9
15	56	56	15	2495	56	1	12121	5	20	2005	1	0	1	2	-9	1	4	1955	50	1	13	0	1	-9
15	56	56	15	2495	56	1	12121	5	20	2005	2	1	0	3	-9	2	1	1965	40	1	11	0	0	0
15	56	56	15	2495	56	1	12121	5	20	2005	3	4	4	34	-9	1	10	1983	21	1	15	1	1	-9
11	97	97	11	97	97	1	11444	5	20	2005	10	19	19	1	0	1	12	1981	23	1	11	0	1	-9
11	97	97	11	97	97	1	11444	5	20	2005	11	5	5	34	0	2	10	1983	21	1	11	0	1	-9
11	97	97	11	97	97	1	11444	5	20	2005	12	9	9	5	0	2	11	2004	0	1	-9	-9	-9	-9
4	139	139	4	139	139	2	10581	2	20	2005	1	0	1	2	-9	1	5	1959	45	1	6	0	0	0
4	139	139	4	139	139	2	10581	2	20	2005	2	1	0	3	-9	2	1	1960	45	1	6	0	1	-9
4	139	139	4	139	139	2	10581	2	20	2005	3	4	4	6	-9	1	9	1989	15	1	9	1	0	0
15	75	75	15	75	75	1	12137	6	14	2005	1	0	1	2	-9	1	1	1956	49	1	10	0	1	-9
4	139	139	4	139	139	2	10581	2	20	2005	4	5	5	7	-9	2	1	1999	6	1	0	1	0	0
4	139	139	4	139	139	2	10581	2	20	2005	5	4	4	6	0	1	5	1979	25	1	11	0	1	-9
4	139	139	4	139	139	2	10581	2	20	2005	6	20	20	22	0	2	9	1985	19	1	11	0	0	0
15	75	75	15	75	75	1	12137	6	14	2005	3	4	4	34	-9	1	3	1984	21	1	16	1	0	0
4	139	139	4	139	139	2	10581	2	20	2005	7	8	8	4	0	1	4	2004	0	1	-9	-9	-9	-9
15	75	75	15	75	75	1	12137	6	14	2005	4	4	4	6	-9	1	4	1985	20	1	13	1	0	0
11	148	148	11	148	148	2	11489	5	20	2005	1	0	1	38	-9	1	4	1955	50	1	9	0	0	0
11	148	148	11	148	148	2	11489	5	20	2005	2	1	0	3	-9	2	12	1956	48	1	6	0	0	0
11	148	148	11	148	148	2	11489	5	20	2005	3	5	5	42	-9	2	7	1999	5	1	-9	-9	-9	-9
15	93	93	15	93	93	2	12154	5	21	2005	1	0	1	2	-9	1	3	1959	46	1	9	0	1	-9
15	93	93	15	93	93	2	12154	5	21	2005	2	1	0	3	-9	2	3	1961	44	1	6	0	0	0
15	93	93	15	93	93	2	12154	5	21	2005	3	4	4	6	-9	1	4	1987	18	1	5	0	0	0
15	93	93	15	93	93	2	12154	5	21	2005	4	5	5	7	-9	2	6	1989	15	1	9	1	0	0
15	93	93	15	93	93	2	12154	5	21	2005	5	4	4	6	-9	1	12	1991	13	1	3	0	0	0
15	93	93	15	93	93	2	12154	5	21	2005	6	4	4	6	-9	1	7	1994	10	1	0	1	0	0
15	93	93	15	93	93	2	12154	5	21	2005	7	4	4	6	-9	1	6	1997	7	1	0	0	0	0
15	93	93	15	93	93	2	12154	5	21	2005	8	5	5	7	-9	2	7	2000	4	1	-9	-9	-9	-9
11	149	149	11	149	149	1	11490	6	1	2005	1	0	5	7	-9	2	11	1976	28	1	11	0	1	-9
11	149	149	11	149	149	1	11490	6	1	2005	2	3	0	3	-9	2	3	1948	57	1	4	0	0	0
11	149	149	11	149	149	1	11490	6	1	2005	3	2	1	2	-9	1	5	1948	57	1	14	0	1	-9
15	88	88	15	88	88	1	12149	5	26	2005	6	4	4	41	-9	1	7	1996	8	1	1	0	0	0
15	88	88	15	88	88	1	12149	5	26	2005	7	5	5	42	-9	2	11	1999	5	1	-9	-9	-9	-9
15	88	88	15	88	88	1	12149	5	26	2005	8	4	4	41	-9	1	6	2001	3	1	-9	-9	-9	-9
15	88	88	15	88	88	1	12149	5	26	2005	9	5	5	42	-9	2	2	2004	1	1	-9	-9	-9	-9
15	88	88	15	88	88	1	12149	5	26	2005	10	40	5	34	0	2	10	1983	21	1	8	0	1	-9
5	7	7	5	3181	7	2	10606	4	21	2005	1	0	3	11	0	2	1	1920	86	1	0	0	0	0
5	7	7	5	3181	7	2	10606	4	21	2005	2	5	7	13	0	2	2	1953	52	1	11	0	1	-9
5	7	7	5	3181	7	2	10606	4	21	2005	3	5	0	3	-9	2	12	1957	47	1	8	0	0	0
15	102	102	15	102	102	1	12163	5	25	2005	1	0	1	2	-9	1	8	1956	48	1	11	0	1	-9
15	102	102	15	102	102	1	12163	5	25	2005	2	1	0	3	-9	2	1	1954	51	1	6	0	1	-9
15	102	102	15	102	102	1	12163	5	25	2005	3	5	5	7	-9	2	6	1980	24	1	11	0	0	0
15	102	102	15	102	102	1	12163	5	25	2005	4	4	4	34	-9	1	3	1984	21	1	11	0	0	0
15	102	102	15	102	102	1	12163	5	25	2005	5	5	5	7	-9	2	9	1985	19	1	11	0	0	0
5	23	23	9	4219	23	1	10621	4	19	2005	1	0	1	2	-9	1	4	1962	42	1	12	0	1	-9
5	23	23	9	4219	23	1	10621	4	19	2005	2	1	0	3	-9	2	7	1962	42	1	9	0	0	0
5	23	23	9	4219	23	1	10621	4	19	2005	3	4	4	6	-9	1	11	1982	22	1	12	0	1	-9
5	23	23	9	4219	23	1	10621	4	19	2005	4	4	4	34	-9	1	12	1983	21	1	12	0	1	-9
5	23	23	9	4219	23	1	10621	4	19	2005	5	5	5	7	-9	2	11	1987	17	1	12	1	0	0
5	23	23	9	4219	23	1	10621	4	19	2005	6	4	4	6	-9	1	4	1989	16	1	10	1	0	0
5	23	23	9	4219	23	1	10621	4	19	2005	7	4	4	6	-9	1	4	1989	16	1	9	1	0	0
11	62	62	11	62	62	1	11419	5	19	2005	1	0	0	3	-9	2	6	1949	55	1	6	0	1	-9
11	62	62	11	62	62	1	11419	5	19	2005	2	1	1	2	-9	1	1	1947	58	1	6	0	0	0
11	62	62	11	62	62	1	11419	5	19	2005	3	4	4	6	-9	1	8	1974	30	1	12	0	1	-9
11	62	62	11	62	62	1	11419	5	19	2005	4	5	5	7	-9	2	2	1979	26	1	15	0	0	0
11	62	62	11	62	62	1	11419	5	19	2005	5	4	4	34	-9	1	8	1983	21	1	12	0	0	0
11	22	22	11	22	22	1	11388	5	1	2005	1	0	1	2	-9	1	3	1954	51	1	6	0	1	-9
11	22	22	11	22	22	1	11388	5	1	2005	2	1	0	3	-9	2	8	1956	48	1	6	0	1	-9
11	22	22	11	22	22	1	11388	5	1	2005	3	5	5	7	-9	2	2	1977	28	1	15	0	1	-9
11	22	22	11	22	22	1	11388	5	1	2005	4	5	5	7	-9	2	12	1980	24	1	15	0	0	1
11	22	22	11	22	22	1	11388	5	1	2005	5	5	5	34	-9	2	5	1983	22	1	14	1	0	0
11	22	22	11	22	22	1	11388	5	1	2005	6	4	4	6	-9	1	6	1989	15	1	11	1	0	0
11	22	22	11	22	22	1	11388	5	1	2005	7	22	7	13	0	2	6	1969	36	1	8	0	1	-9
11	36	36	11	36	36	1	11399	5	24	2005	1	0	1	2	-9	1	10	1958	46	1	6	0	1	-9
11	36	36	11	36	36	1	11399	5	24	2005	2	1	0	3	-9	2	7	1962	42	1	6	0	1	-9
11	36	36	11	36	36	1	11399	5	24	2005	3	4	4	6	-9	1	7	1981	23	1	12	0	1	-9
11	36	36	11	36	36	1	11399	5	24	2005	4	5	5	34	-9	2	5	1983	22	1	11	0	1	-9
11	36	36	11	36	36	1	11399	5	24	2005	5	5	5	7	-9	2	10	1988	16	1	11	1	1	-9
32	22	22	32	22	22	2	13276	4	28	2005	1	0	1	2	-9	1	1	1954	51	1	13	0	1	-9
32	22	22	32	22	22	2	13276	4	28	2005	2	1	0	3	-9	2	2	1952	53	1	3	0	0	0
32	22	22	32	22	22	2	13276	4	28	2005	3	5	5	7	-9	2	3	1976	29	1	8	0	0	0
32	22	22	32	22	22	2	13276	4	28	2005	4	8	8	15	0	1	6	2000	4	1	-9	-9	-9	-9
6	35	35	6	35	35	1	10644	5	18	2005	1	0	1	2	-9	1	2	1952	53	1	11	0	0	0
6	35	35	6	35	35	1	10644	5	18	2005	2	1	0	3	-9	2	4	1952	53	1	11	0	1	-9
6	35	35	6	35	35	1	10644	5	18	2005	3	4	4	6	-9	1	7	1977	27	1	15	0	0	0
6	35	35	6	35	35	1	10644	5	18	2005	4	4	4	6	-9	1	1	1980	25	1	14	1	0	0
6	35	35	6	35	35	1	10644	5	18	2005	5	5	5	34	-9	2	7	1983	21	1	13	1	0	0
6	35	35	6	35	35	1	10644	5	18	2005	6	5	5	7	-9	2	12	1987	17	1	13	1	0	0
6	35	35	6	35	35	1	10644	5	18	2005	7	4	4	6	-9	1	9	1988	16	1	10	1	0	0
6	35	35	6	35	35	1	10644	5	18	2005	8	4	4	6	-9	1	1	1990	15	1	10	1	0	0
6	35	35	6	35	35	1	10644	5	18	2005	9	5	5	7	-9	2	12	1990	14	1	9	1	0	0
26	68	68	26	68	68	2	12843	3	28	2005	1	0	0	3	-9	2	11	1960	44	1	4	0	1	-9
6	35	35	6	35	35	1	10644	5	18	2005	10	4	4	6	-9	1	9	1997	7	1	1	1	0	0
26	68	68	26	68	68	2	12843	3	28	2005	2	4	4	6	-9	1	12	1981	23	1	3	0	1	-9
26	68	68	26	68	68	2	12843	3	28	2005	3	5	5	7	-9	2	12	1986	18	1	4	0	1	-9
19	1	1	19	1	1	1	12581	5	3	2005	4	5	5	7	-9	2	5	1986	18	1	11	0	1	-9
19	1	1	19	1	1	1	12581	5	3	2005	5	4	4	6	-9	1	2	1998	7	1	1	1	0	0
32	13	13	32	13	13	1	13268	5	1	2005	1	0	1	2	-9	1	10	1944	60	1	4	0	0	0
32	13	13	32	13	13	1	13268	5	1	2005	2	1	0	3	-9	2	2	1949	56	1	4	0	1	-9
32	13	13	32	13	13	1	13268	5	1	2005	3	5	5	7	-9	2	9	1980	24	1	15	0	1	-9
32	13	13	32	13	13	1	13268	5	1	2005	4	5	5	34	-9	2	8	1983	21	1	15	0	1	-9
32	13	13	32	13	13	1	13268	5	1	2005	5	9	9	16	0	2	12	1990	14	1	8	0	0	0
11	38	38	11	2323	38	2	11400	5	24	2005	1	0	1	2	-9	1	1	1960	45	1	11	0	1	-9
11	38	38	11	2323	38	2	11400	5	24	2005	2	1	0	3	-9	2	8	1957	47	1	5	0	1	-9
11	38	38	11	2323	38	2	11400	5	24	2005	3	5	5	7	-9	2	8	1988	16	1	11	0	0	0
11	38	38	11	2323	38	2	11400	5	24	2005	4	4	4	6	-9	1	2	1993	12	1	4	1	0	0
11	38	38	11	2323	38	2	11400	5	24	2005	5	9	9	16	0	2	1	2001	4	1	-9	-9	-9	-9
2	65	65	307	5171	65	1	10178	6	30	2005	1	0	1	2	-9	1	10	1945	59	1	14	0	1	-9
2	65	65	307	5171	65	1	10178	6	30	2005	2	1	0	3	-9	2	10	1947	57	1	15	0	1	-9
2	65	65	307	5171	65	1	10178	6	30	2005	3	5	5	7	-9	2	1	1977	28	1	15	0	1	-9
2	65	65	307	5171	65	1	10178	6	30	2005	4	4	4	34	-9	1	7	1983	21	1	11	0	1	-9
2	65	65	307	5171	65	1	10178	6	30	2005	5	5	5	7	0	2	9	1971	33	1	15	0	0	0
2	65	65	307	5171	65	1	10178	6	30	2005	6	8	8	15	0	1	12	1995	9	1	3	1	0	0
2	65	65	307	5171	65	1	10178	6	30	2005	7	8	8	15	0	1	6	1998	7	1	0	1	0	0
2	65	65	307	5171	65	1	10178	6	30	2005	8	5	5	7	0	2	5	1974	31	1	15	0	1	-9
2	65	65	307	5171	65	1	10178	6	30	2005	9	9	9	16	0	2	4	2000	5	1	-9	-9	-9	-9
2	65	65	307	5171	65	1	10178	6	30	2005	10	18	3	11	0	2	12	1929	75	1	3	0	0	0
10	89	89	10	89	89	1	11234	2	2	2005	5	5	5	7	-9	2	8	1986	18	1	12	1	0	0
11	88	88	11	88	88	1	11437	5	28	2005	1	0	1	2	-9	1	1	1960	45	1	9	0	1	-9
11	88	88	11	88	88	1	11437	5	28	2005	2	1	0	3	-9	2	1	1963	42	1	6	0	1	-9
11	88	88	11	88	88	1	11437	5	28	2005	3	4	4	4	-9	1	12	1981	23	1	13	0	0	0
11	17	17	11	17	17	1	11386	5	26	2005	1	0	1	38	-9	1	6	1966	38	1	11	0	1	-9
15	56	56	15	2495	56	1	12121	5	20	2005	4	5	5	7	-9	2	9	1986	18	1	12	1	0	0
15	56	56	15	2495	56	1	12121	5	20	2005	5	4	4	6	-9	1	2	1989	16	1	10	1	0	0
15	56	56	15	2495	56	1	12121	5	20	2005	6	4	4	6	-9	1	10	2003	1	1	-9	-9	-9	-9
11	21	21	11	21	21	1	11387	5	28	2005	1	0	1	2	-9	1	9	1957	47	1	4	0	1	-9
11	21	21	11	21	21	1	11387	5	28	2005	2	1	0	3	-9	2	2	1958	47	1	6	0	1	-9
11	21	21	11	21	21	1	11387	5	28	2005	3	5	5	34	-9	2	5	1983	22	1	11	0	0	0
11	21	21	11	21	21	1	11387	5	28	2005	4	4	4	6	-9	1	2	1985	20	1	11	0	0	0
11	21	21	11	21	21	1	11387	5	28	2005	5	4	4	6	-9	1	12	1986	18	1	10	0	0	0
11	21	21	11	21	21	1	11387	5	28	2005	6	5	5	7	-9	2	7	1989	15	1	6	1	0	0
11	21	21	11	21	21	1	11387	5	28	2005	7	4	4	6	-9	1	3	1991	14	1	6	1	0	0
11	21	21	11	21	21	1	11387	5	28	2005	8	5	5	7	-9	2	1	1993	12	1	5	1	0	0
11	21	21	11	21	21	1	11387	5	28	2005	9	5	5	7	-9	2	6	1998	6	1	0	0	0	0
17	331	331	204	3412	331	1	12536	2	6	2005	1	0	1	38	-9	1	1	1968	37	1	3	0	1	-9
17	331	331	204	3412	331	1	12536	2	6	2005	2	1	0	3	-9	2	3	1952	52	1	6	0	1	-9
17	331	331	204	3412	331	1	12536	2	6	2005	3	39	4	34	-9	1	4	1984	20	1	9	1	1	-9
17	331	331	204	3412	331	1	12536	2	6	2005	4	39	4	6	-9	1	5	1986	18	1	10	1	1	-9
17	331	331	204	3412	331	1	12536	2	6	2005	5	40	5	7	0	2	11	1974	30	1	6	0	1	-9
17	331	331	204	3412	331	1	12536	2	6	2005	6	40	5	7	0	2	6	1980	24	1	6	0	0	0
8	101	101	332	4122	101	2	10959	2	23	2005	1	0	1	38	-9	1	2	1968	36	1	9	0	1	-9
8	101	101	332	4122	101	2	10959	2	23	2005	2	1	0	3	-9	2	8	1962	42	1	9	0	1	-9
8	101	101	332	4122	101	2	10959	2	23	2005	3	4	39	43	0	1	1	1987	18	1	9	0	0	0
8	101	101	332	4122	101	2	10959	2	23	2005	4	20	28	31	0	2	4	1985	19	1	11	0	0	0
8	101	101	332	4122	101	2	10959	2	23	2005	5	28	8	4	0	1	1	2002	3	1	-9	-9	-9	-9
15	26	26	15	26	26	1	12093	6	19	2005	1	0	1	2	-9	1	4	1960	45	1	11	0	1	-9
